"DeletionTimestamp","ObjectId","ObjectType","CreationTimestamp","Id","PrincipalDisplayName","PrincipalId","PrincipalType","ResourceDisplayName","ResourceId"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"dbgUiXjMK0Wcv3o0DIpQ-B9gqCdr11pBkutDOt4mmv8","AppRoleAssignment","9/15/2021 12:06:26 PM","00000000-0000-0000-0000-000000000000","Albert Flores","8914b875-cc78-452b-9cbf-7a340c8a50f8","User","Amazon Alexa Connect","639a81f0-e76e-4c50-8f49-97572d02c833"
,"dbgUiXjMK0Wcv3o0DIpQ-FIW6X-fVRVNtqhYYIYOXAk","AppRoleAssignment","10/13/2021 1:52:22 PM","00000000-0000-0000-0000-000000000000","Albert Flores","8914b875-cc78-452b-9cbf-7a340c8a50f8","User","Polly","49dc18b6-0f5f-492d-a591-9b54cee96938"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"GOiF3HgsSUSQOsw4A8zR1wkYm-_iL4tAs18pxmOylX8","AppRoleAssignment","11/29/2021 12:39:44 AM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Apple Internet Accounts","763e531d-b34e-48a5-8a5e-3c851c612a67"
,"GOiF3HgsSUSQOsw4A8zR1_zhi391JXFGukT4hshcYsc","AppRoleAssignment","10/13/2021 1:45:10 PM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Bonusly","68275ca2-0286-4764-a906-c055ef9cd7a0"
,"GOiF3HgsSUSQOsw4A8zR1-bklkUl7ntEtByg-qk26Rc","AppRoleAssignment","10/12/2021 4:31:49 PM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Auvik","dc7f774c-b416-4b77-9c56-c2e015c6d2d6"
,"GOiF3HgsSUSQOsw4A8zR17zTWO_tFhpIgsJHtNRz47k","AppRoleAssignment","10/4/2021 11:24:53 PM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","calendly","12707b36-f3a9-4b57-bba1-197356810750"
,"GOiF3HgsSUSQOsw4A8zR191iKSRmqEtMtH1Zt5Ufy8E","AppRoleAssignment","10/5/2021 11:25:09 AM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Wrike","397443a0-7c06-4cc2-9df6-bd6fad1ccdd9"
,"GOiF3HgsSUSQOsw4A8zR1z5Q8dI7d0hJkzbFVBp5TiQ","AppRoleAssignment","1/13/2022 2:54:50 AM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Keepass Pro","dcd0de5a-7b47-43d7-9465-051f31ab5915"
,"GOiF3HgsSUSQOsw4A8zR1zc-XDIucgVFvIqjSCtMPHM","AppRoleAssignment","1/13/2022 1:25:42 PM","00000000-0000-0000-0000-000000000000","Alvaro Perez","dc85e818-2c78-4449-903a-cc3803ccd1d7","User","Wrike for Teams","9fbf68f3-364d-47f5-ab85-b278dd2a2edd"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"Lx2fF9CDCEKKwi-BWHqgdfdaeqAAviNNplf32lTgE5A","AppRoleAssignment","10/21/2021 6:59:36 PM","00000000-0000-0000-0000-000000000000","Andy May","179f1d2f-83d0-4208-8ac2-2f81587aa075","User","Apple Internet Accounts","763e531d-b34e-48a5-8a5e-3c851c612a67"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"9RhD7Q50-UKlLytSpQucCtuIvQThye1JvvWE-QozCyA","AppRoleAssignment","12/29/2021 9:08:47 PM","00000000-0000-0000-0000-000000000000","Alvaro Perez Admin","ed4318f5-740e-42f9-a52f-2b52a50b9c0a","User","FastTrack","91187897-ede8-4e64-a0ff-e38689977a6a"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"7lRpQLoxoEmWV9D6IDo-mCKDss8ba59MrJpeTYf1bjQ","AppRoleAssignment","1/3/2022 5:07:47 PM","00000000-0000-0000-0000-000000000000","Ashley Runnels","406954ee-31ba-49a0-9657-d0fa203a3e98","User","calendly","12707b36-f3a9-4b57-bba1-197356810750"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
